Wert,Zeit,Datum
2710.05615 W,10:15:02,13-09-2022
2660.499024999999 W,10:15:14,13-09-2022
2738.4024000000004 W,10:15:33,13-09-2022
2747.7547999999997 W,10:15:45,13-09-2022
2730.9840000000004 W,10:15:58,13-09-2022
2758.71 W,10:16:17,13-09-2022
2731.7740000000003 W,10:16:29,13-09-2022
2748.74735 W,10:16:48,13-09-2022
2228.58079 W,10:17:01,13-09-2022
2588.005237500001 W,10:17:14,13-09-2022
2580.0370000000003 W,10:17:33,13-09-2022
2595.8705000000004 W,10:17:45,13-09-2022
2644.1504999999997 W,10:17:58,13-09-2022
2689.8510499999993 W,10:18:17,13-09-2022
2724.8001499999996 W,10:18:29,13-09-2022
2722.6390274999994 W,10:18:45,13-09-2022
2792.5621999999994 W,10:19:00,13-09-2022
2838.330000000001 W,10:19:16,13-09-2022
2845.111 W,10:19:28,13-09-2022
2844.5718500000003 W,10:19:47,13-09-2022
2819.9829 W,10:20:00,13-09-2022
2821.3402000000006 W,10:20:19,13-09-2022
2791.0529000000006 W,10:20:47,13-09-2022
2842.24525 W,10:21:02,13-09-2022
2732.9050000000007 W,10:21:15,13-09-2022
2651.75975 W,10:21:34,13-09-2022
2575.9312500000005 W,10:21:46,13-09-2022
2611.63 W,10:21:59,13-09-2022
2544.2325 W,10:22:17,13-09-2022
2588.5856979166665 W,10:22:30,13-09-2022
2456.344 W,10:22:46,13-09-2022
2430.3879999999995 W,10:23:01,13-09-2022
2450.0519999999997 W,10:23:14,13-09-2022
2543.2520999999997 W,10:23:32,13-09-2022
2549.3649000000005 W,10:23:45,13-09-2022
2591.94305 W,10:23:57,13-09-2022
936 W,10:24:16,13-09-2022
2532.6720000000005 W,10:24:29,13-09-2022
2585.9300000000003 W,10:24:44,13-09-2022
2639.938 W,10:25:00,13-09-2022
2808.5768550000003 W,10:25:16,13-09-2022
2857.73 W,10:25:28,13-09-2022
2868.0549999999994 W,10:25:47,13-09-2022
2912.0442999999996 W,10:26:03,13-09-2022
2929.1193499999995 W,10:26:15,13-09-2022
2919.3463500000003 W,10:26:31,13-09-2022
2877.7768 W,10:26:46,13-09-2022
2870.5163999999995 W,10:26:59,13-09-2022
1016 W,10:27:15,13-09-2022
2758.4957999999997 W,10:27:37,13-09-2022
2765.3963999999996 W,10:27:46,13-09-2022
2841.4782 W,10:27:58,13-09-2022
2866.9508 W,10:28:17,13-09-2022
2811.2324 W,10:28:30,13-09-2022
2837.290400000001 W,10:28:48,13-09-2022
2841.2496 W,10:29:01,13-09-2022
2837.28975 W,10:29:13,13-09-2022
2845.71 W,10:29:32,13-09-2022
2830.7845 W,10:29:45,13-09-2022
2842.1463999999996 W,10:30:00,13-09-2022
2871.2868999999996 W,10:30:16,13-09-2022
2854.2459 W,10:30:32,13-09-2022
2860.968 W,10:30:44,13-09-2022
2884.782 W,10:31:00,13-09-2022
2895.9705000000004 W,10:31:16,13-09-2022
2923.7889307958476 W,10:31:28,13-09-2022
2908.3808 W,10:31:47,13-09-2022
2928.1444000000006 W,10:31:59,13-09-2022
2907.2954500000014 W,10:32:15,13-09-2022
2883.9581000000003 W,10:32:31,13-09-2022
2878.935450000001 W,10:32:46,13-09-2022
2853.853 W,10:32:59,13-09-2022
2818.1829549999998 W,10:33:15,13-09-2022
2801.791 W,10:33:30,13-09-2022
2821.4805 W,10:33:43,13-09-2022
2833.6854999999996 W,10:34:01,13-09-2022
2855.1791949999997 W,10:34:14,13-09-2022
2896.9266499999994 W,10:34:30,13-09-2022
2859.21865 W,10:34:45,13-09-2022
2865.2176 W,10:35:01,13-09-2022
2940.4335999999994 W,10:35:17,13-09-2022
2931.9346799999994 W,10:35:32,13-09-2022
2953.93555 W,10:35:48,13-09-2022
2970.2625000000003 W,10:36:00,13-09-2022
1031 W,10:36:16,13-09-2022
3074 W,10:36:32,13-09-2022
3092 W,10:36:44,13-09-2022
2994.5294750000003 W,10:37:00,13-09-2022
3007.151800000001 W,10:37:15,13-09-2022
3007.5654999999997 W,10:37:28,13-09-2022
2983.7182000000007 W,10:37:47,13-09-2022
3010.1910000000003 W,10:37:59,13-09-2022
3052.76775 W,10:38:15,13-09-2022
3071.7667999999994 W,10:38:34,13-09-2022
3062.8829999999994 W,10:38:46,13-09-2022
3081.4645999999993 W,10:38:59,13-09-2022
3080.502562499999 W,10:39:14,13-09-2022
3066.555150000001 W,10:39:36,13-09-2022
3106.4970000000003 W,10:39:46,13-09-2022
3067.6822500000003 W,10:39:58,13-09-2022
3059.604714285714 W,10:40:17,13-09-2022
3071.5785000000005 W,10:40:29,13-09-2022
3101.3109000000004 W,10:40:48,13-09-2022
3089.348142500001 W,10:41:01,13-09-2022
3078.5366000000004 W,10:41:13,13-09-2022
3074.3013 W,10:41:35,13-09-2022
3144.3451500000006 W,10:41:44,13-09-2022
3157.9695200000006 W,10:42:00,13-09-2022
3031.443012500001 W,10:42:16,13-09-2022
3010.64 W,10:42:28,13-09-2022
3101.154027777778 W,10:42:47,13-09-2022
3079.3784925 W,10:43:00,13-09-2022
3162.0520999999994 W,10:43:18,13-09-2022
3139.1356499999997 W,10:43:31,13-09-2022
3213.537149999999 W,10:43:43,13-09-2022
3121.6706999999997 W,10:44:02,13-09-2022
3163.605052499999 W,10:44:15,13-09-2022
3183.2715849999995 W,10:44:30,13-09-2022
3244.68 W,10:44:46,13-09-2022
3145.6367 W,10:45:02,13-09-2022
3235.8660999999997 W,10:45:17,13-09-2022
3257.4100000000003 W,10:45:30,13-09-2022
3289.054 W,10:45:45,13-09-2022
3185.14545 W,10:46:01,13-09-2022
3188.0040499999996 W,10:46:17,13-09-2022
3284.025350000001 W,10:46:32,13-09-2022
3314.4181 W,10:46:45,13-09-2022
3318.9586500000005 W,10:47:00,13-09-2022
3238.3038 W,10:47:14,13-09-2022
3300.8684900000007 W,10:47:32,13-09-2022
3300.4707000000008 W,10:47:45,13-09-2022
3294.342870000001 W,10:47:58,13-09-2022
2909.452800000001 W,10:48:16,13-09-2022
2843.2962000000007 W,10:48:29,13-09-2022
3186.6805555555557 W,10:48:44,13-09-2022
3272.3037499999996 W,10:49:00,13-09-2022
3288.95 W,10:49:16,13-09-2022
3339.855 W,10:49:28,13-09-2022
3324.17375 W,10:49:47,13-09-2022
3338.2799999999997 W,10:50:00,13-09-2022
3360.935 W,10:50:15,13-09-2022
3375.3762500000003 W,10:50:46,13-09-2022
3406.6475 W,10:51:02,13-09-2022
3392.6015625 W,10:51:15,13-09-2022
3390.1323999999995 W,10:51:33,13-09-2022
3420.0214999999994 W,10:51:46,13-09-2022
3442.4195999999993 W,10:51:58,13-09-2022
3414.8171 W,10:52:17,13-09-2022
3379.1205 W,10:52:30,13-09-2022
3417.9004999999997 W,10:52:45,13-09-2022
3385.5567999999994 W,10:53:01,13-09-2022
3439.605124999999 W,10:53:13,13-09-2022
3446.77775 W,10:53:32,13-09-2022
3432.86325 W,10:53:45,13-09-2022
1758 W,10:54:00,13-09-2022
3407.7310000000007 W,10:54:16,13-09-2022
3492.7493999999997 W,10:54:29,13-09-2022
3437.2756 W,10:54:47,13-09-2022
3459.1526999999996 W,10:55:00,13-09-2022
3500.524765 W,10:55:19,13-09-2022
3449.799790000001 W,10:55:31,13-09-2022
3496.224 W,10:55:44,13-09-2022
3473.8456000000006 W,10:55:59,13-09-2022
3461.2896000000005 W,10:56:15,13-09-2022
3518.9624000000003 W,10:56:31,13-09-2022
3510.9704000000006 W,10:56:43,13-09-2022
1833 W,10:57:02,13-09-2022
3462.0640000000003 W,10:57:14,13-09-2022
3513.714500000001 W,10:57:30,13-09-2022
3533.1380500000014 W,10:57:46,13-09-2022
3554.514 W,10:58:01,13-09-2022
3197.2277025000003 W,10:58:17,13-09-2022
3091.8210000000004 W,10:58:29,13-09-2022
3108.1674999999996 W,10:58:45,13-09-2022
3079.9615000000003 W,10:59:01,13-09-2022
3106.7451499999997 W,10:59:16,13-09-2022
3115.1093999999994 W,10:59:29,13-09-2022
3050.5576999999994 W,10:59:45,13-09-2022
1160 W,11:00:00,13-09-2022
3233.280384999999 W,11:00:16,13-09-2022
3143.949999999999 W,11:00:28,13-09-2022
3137.20546 W,11:00:47,13-09-2022
2511.5862500000003 W,11:01:00,13-09-2022
3415.6895999999997 W,11:01:15,13-09-2022
3198.0645999999997 W,11:01:31,13-09-2022
3534.544 W,11:01:47,13-09-2022
3567.8463999999994 W,11:01:59,13-09-2022
3607.3086999999996 W,11:02:15,13-09-2022
3605.8866 W,11:02:30,13-09-2022
3605.22455 W,11:02:46,13-09-2022
3633.376 W,11:02:59,13-09-2022
3595.1895000000004 W,11:03:17,13-09-2022
3544.9723999999997 W,11:03:30,13-09-2022
3606.2001999999993 W,11:03:45,13-09-2022
3634.7509999999997 W,11:04:01,13-09-2022
3669.023 W,11:04:14,13-09-2022
3581.9498000000003 W,11:04:32,13-09-2022
3689.1036 W,11:04:45,13-09-2022
3678.224799999999 W,11:05:04,13-09-2022
3616.808874999999 W,11:05:16,13-09-2022
3646.835080000001 W,11:05:29,13-09-2022
3687.7360500000004 W,11:05:47,13-09-2022
3651.949 W,11:06:00,13-09-2022
3659.61475 W,11:06:16,13-09-2022
3711.9375 W,11:06:28,13-09-2022
3693.9297500000002 W,11:06:47,13-09-2022
3689.479570000001 W,11:06:59,13-09-2022
3681.8587000000007 W,11:07:15,13-09-2022
3705.8687000000004 W,11:07:31,13-09-2022
3781.0151000000005 W,11:07:43,13-09-2022
3688.8612000000007 W,11:08:02,13-09-2022
3746.5854000000004 W,11:08:14,13-09-2022
3780.5904000000005 W,11:08:33,13-09-2022
3582.6898 W,11:08:46,13-09-2022
3744.2339000000006 W,11:08:58,13-09-2022
3653.9459500000003 W,11:09:17,13-09-2022
3675.406 W,11:09:30,13-09-2022
3743.97375 W,11:09:45,13-09-2022
3858.165249999999 W,11:10:01,13-09-2022
3781.1769999999997 W,11:10:16,13-09-2022
3792.88825 W,11:10:32,13-09-2022
3759.0388 W,11:10:45,13-09-2022
3736.37168 W,11:11:03,13-09-2022
3837.003599999999 W,11:11:16,13-09-2022
3842.2648 W,11:11:28,13-09-2022
3796.7371999999996 W,11:11:47,13-09-2022
3852.2527999999998 W,11:12:00,13-09-2022
3787.6615999999995 W,11:12:15,13-09-2022
3750.7200000000003 W,11:12:31,13-09-2022
3834.076 W,11:12:47,13-09-2022
3825.35478 W,11:12:59,13-09-2022
3778.6079899999995 W,11:13:15,13-09-2022
3846.8961000000004 W,11:13:30,13-09-2022
3847.9519499999997 W,11:13:43,13-09-2022
3782.9629499999996 W,11:14:02,13-09-2022
3840.78525 W,11:14:14,13-09-2022
3852.3759 W,11:14:33,13-09-2022
3840.1561624999995 W,11:14:46,13-09-2022
3908.477900000001 W,11:14:58,13-09-2022
3904.1018000000004 W,11:15:17,13-09-2022
3881.8906 W,11:15:29,13-09-2022
3844.6965 W,11:15:48,13-09-2022
3862.842 W,11:16:01,13-09-2022
3910.1263 W,11:16:13,13-09-2022
3872.1690999999996 W,11:16:32,13-09-2022
3929.8202500000007 W,11:16:44,13-09-2022
3840.6874500000013 W,11:17:03,13-09-2022
3907.9605500000007 W,11:17:16,13-09-2022
3939.8564000000006 W,11:17:28,13-09-2022
3968.7883500000003 W,11:17:47,13-09-2022
3931.91 W,11:18:00,13-09-2022
3918.238 W,11:18:15,13-09-2022
3940.4220000000005 W,11:18:31,13-09-2022
3907.006 W,11:18:43,13-09-2022
3750.44 W,11:19:02,13-09-2022
3938.125 W,11:19:15,13-09-2022
3924.0798699999996 W,11:19:33,13-09-2022
3995.1079999999993 W,11:19:46,13-09-2022
3933.2782499999994 W,11:19:58,13-09-2022
3936.239849999999 W,11:20:17,13-09-2022
3992.159449999999 W,11:20:49,13-09-2022
3957.79545 W,11:21:01,13-09-2022
3972.321579999999 W,11:21:17,13-09-2022
3998.291 W,11:21:29,13-09-2022
3993.4187 W,11:21:45,13-09-2022
4032.8540000000003 W,11:22:01,13-09-2022
4006.9311428571436 W,11:22:16,13-09-2022
4035.4232999999995 W,11:22:29,13-09-2022
4012.291002499999 W,11:22:47,13-09-2022
4044.0654000000004 W,11:23:00,13-09-2022
4041.2962000000007 W,11:23:19,13-09-2022
4010.5029999999997 W,11:23:31,13-09-2022
4025.4248000000007 W,11:23:44,13-09-2022
4035.31795 W,11:24:03,13-09-2022
4037.48505 W,11:24:15,13-09-2022
4066.001910000001 W,11:24:31,13-09-2022
4045.648 W,11:24:46,13-09-2022
4077 W,11:24:59,13-09-2022
4054.173333333334 W,11:25:18,13-09-2022
4102.1328 W,11:25:30,13-09-2022
4006.3200000000006 W,11:25:49,13-09-2022
4098.02 W,11:26:01,13-09-2022
4098.7095 W,11:26:17,13-09-2022
4096.09275 W,11:26:30,13-09-2022
4078.6459999999997 W,11:26:45,13-09-2022
4087.0433199999998 W,11:26:58,13-09-2022
4077.534315 W,11:27:17,13-09-2022
4073.908 W,11:27:29,13-09-2022
4083.6189999999997 W,11:27:45,13-09-2022
4089.326 W,11:28:00,13-09-2022
4105.9111 W,11:28:16,13-09-2022
4102.366104999999 W,11:28:32,13-09-2022
4102.530199999999 W,11:28:44,13-09-2022
4102.782 W,11:29:00,13-09-2022
4179.652625 W,11:29:15,13-09-2022
4107.247649999999 W,11:29:31,13-09-2022
4043.5404 W,11:29:44,13-09-2022
4069.0388799999996 W,11:30:02,13-09-2022
2628 W,11:30:15,13-09-2022
4105.9086 W,11:30:30,13-09-2022
4130.108 W,11:30:46,13-09-2022
4122.4946 W,11:30:59,13-09-2022
4120.1384 W,11:31:17,13-09-2022
4108.8701225 W,11:31:30,13-09-2022
4108.8739000000005 W,11:31:46,13-09-2022
4140.15805 W,11:32:01,13-09-2022
4091.4161000000004 W,11:32:14,13-09-2022
4142.54535 W,11:32:32,13-09-2022
4149.1875 W,11:32:45,13-09-2022
4153.9575 W,11:33:01,13-09-2022
2604 W,11:33:16,13-09-2022
4160.535 W,11:33:32,13-09-2022
4100.25 W,11:33:44,13-09-2022
4198.139999999999 W,11:34:00,13-09-2022
4129.080249999999 W,11:34:16,13-09-2022
4132.8285 W,11:34:28,13-09-2022
4203.1504 W,11:34:47,13-09-2022
4185.2020999999995 W,11:34:59,13-09-2022
4148.8508 W,11:35:18,13-09-2022
4170.172 W,11:35:31,13-09-2022
4170.5124 W,11:35:43,13-09-2022
4198.0512 W,11:35:59,13-09-2022
2671 W,11:36:15,13-09-2022
4198.22825 W,11:36:30,13-09-2022
3889.5876000000003 W,11:36:46,13-09-2022
4255 W,11:37:01,13-09-2022
5734.2501475 W,11:37:14,13-09-2022
4139.353300000001 W,11:37:30,13-09-2022
4131.466 W,11:37:48,13-09-2022
4071.382600000001 W,11:38:01,13-09-2022
4123.251100000001 W,11:38:13,13-09-2022
4196.9443 W,11:38:32,13-09-2022
4217.642500000001 W,11:38:45,13-09-2022
4202.777999999999 W,11:39:00,13-09-2022
4259.77 W,11:39:16,13-09-2022
4004.468375 W,11:39:28,13-09-2022
4132.78856 W,11:39:47,13-09-2022
4257.3848 W,11:40:00,13-09-2022
4258.264399999999 W,11:40:19,13-09-2022
4250.229599999999 W,11:40:31,13-09-2022
4259.317599999999 W,11:40:44,13-09-2022
4295.8076 W,11:41:02,13-09-2022
4264.0247500000005 W,11:41:15,13-09-2022
4242.36305 W,11:41:31,13-09-2022
4199.3369999999995 W,11:41:46,13-09-2022
4306.9946 W,11:41:59,13-09-2022
4224.85975 W,11:42:17,13-09-2022
4248.95366 W,11:42:30,13-09-2022
4230.762000000001 W,11:42:49,13-09-2022
4209.553 W,11:42:58,13-09-2022
4288.41925 W,11:43:17,13-09-2022
4274.787200000001 W,11:43:29,13-09-2022
4279.60665 W,11:43:45,13-09-2022
4307.725450000001 W,11:44:01,13-09-2022
4273.81165 W,11:44:16,13-09-2022
4252.86486 W,11:44:29,13-09-2022
4298.039999999999 W,11:44:48,13-09-2022
4289.824 W,11:45:00,13-09-2022
4310.024 W,11:45:16,13-09-2022
4260.688 W,11:45:28,13-09-2022
4306.6720000000005 W,11:45:47,13-09-2022
4230.295 W,11:46:00,13-09-2022
2743 W,11:46:15,13-09-2022
4256.627 W,11:46:31,13-09-2022
4331.638489999999 W,11:46:44,13-09-2022
4341.299999999999 W,11:47:02,13-09-2022
4362.661999999999 W,11:47:15,13-09-2022
4328.214 W,11:47:30,13-09-2022
4278.69159 W,11:47:43,13-09-2022
4357.360155 W,11:48:02,13-09-2022
4259.9313999999995 W,11:48:14,13-09-2022
4348.128850000001 W,11:48:33,13-09-2022
4286.0677 W,11:48:46,13-09-2022
4293.768437500001 W,11:48:58,13-09-2022
4342.5564 W,11:49:17,13-09-2022
4305.4516 W,11:49:29,13-09-2022
4327.274 W,11:49:45,13-09-2022
4220.879800000001 W,11:50:01,13-09-2022
4321.4794999999995 W,11:50:16,13-09-2022
4259.87175 W,11:50:48,13-09-2022
4255.1975 W,11:51:00,13-09-2022
4354.9653 W,11:51:16,13-09-2022
4365.6201 W,11:51:31,13-09-2022
4356.767099999999 W,11:51:47,13-09-2022
4396.7255 W,11:52:00,13-09-2022
4330.030000000001 W,11:52:15,13-09-2022
4393.8615 W,11:52:28,13-09-2022
4347.4675 W,11:52:47,13-09-2022
4341.903905 W,11:52:59,13-09-2022
4319.8404 W,11:53:15,13-09-2022
4315.1628 W,11:53:30,13-09-2022
4326.4992 W,11:53:46,13-09-2022
4404.40512 W,11:54:02,13-09-2022
4338.5821000000005 W,11:54:14,13-09-2022
4358.925950000001 W,11:54:33,13-09-2022
4332.2855 W,11:54:45,13-09-2022
4304.9944000000005 W,11:54:58,13-09-2022
4378.541 W,11:55:17,13-09-2022
4355.327499999999 W,11:55:29,13-09-2022
4402.425 W,11:55:48,13-09-2022
4416.89927 W,11:56:00,13-09-2022
4406.120349999999 W,11:56:16,13-09-2022
4432.217549999999 W,11:56:29,13-09-2022
4375.367499999999 W,11:56:44,13-09-2022
4379.7537999999995 W,11:57:00,13-09-2022
4409.7192 W,11:57:16,13-09-2022
4388.516799999999 W,11:57:28,13-09-2022
4397.2418 W,11:57:47,13-09-2022
4400.4354 W,11:57:59,13-09-2022
4402.499100000001 W,11:58:15,13-09-2022
4396.37775 W,11:58:31,13-09-2022
4413.96595 W,11:58:46,13-09-2022
4410.394000000001 W,11:58:59,13-09-2022
4458.1243 W,11:59:18,13-09-2022
4450.308200000001 W,11:59:30,13-09-2022
4406.6372 W,11:59:46,13-09-2022
4390.993850000001 W,12:00:01,13-09-2022
4427.55625 W,12:00:14,13-09-2022
4406.41875 W,12:00:33,13-09-2022
4480.328445000001 W,12:00:45,13-09-2022
4462.572585 W,12:00:58,13-09-2022
4446.448 W,12:01:17,13-09-2022
4501.416 W,12:01:29,13-09-2022
4497.96 W,12:01:45,13-09-2022
4576.29285 W,12:02:00,13-09-2022
4538.28205 W,12:02:16,13-09-2022
4558.93 W,12:02:32,13-09-2022
4530.840375 W,12:02:44,13-09-2022
4580.4422 W,12:03:00,13-09-2022
4587.8506 W,12:03:15,13-09-2022
4600.001700000001 W,12:03:31,13-09-2022
4613.97255 W,12:03:47,13-09-2022
4584.733250000001 W,12:03:59,13-09-2022
4577.7999500000005 W,12:04:15,13-09-2022
4573.2092625000005 W,12:04:31,13-09-2022
4517.8652250000005 W,12:04:46,13-09-2022
4407.1900000000005 W,12:04:59,13-09-2022
4415.000909090909 W,12:05:18,13-09-2022
4446.335475 W,12:05:30,13-09-2022
4449.718 W,12:05:46,13-09-2022
4377.40215 W,12:06:01,13-09-2022
4445.1582499999995 W,12:06:14,13-09-2022
4508.9158 W,12:06:33,13-09-2022
4498.068499999999 W,12:06:45,13-09-2022
4598.2014 W,12:07:01,13-09-2022
4566.45475 W,12:07:17,13-09-2022
4510.41135 W,12:07:32,13-09-2022
4403.0977 W,12:07:45,13-09-2022
4333.237045000001 W,12:08:00,13-09-2022
4324.952 W,12:08:16,13-09-2022
4256.178666666667 W,12:08:32,13-09-2022
4310.932000000001 W,12:08:44,13-09-2022
4305.542 W,12:09:00,13-09-2022
4301.5115000000005 W,12:09:15,13-09-2022
4396.9105 W,12:09:28,13-09-2022
4540.16143 W,12:09:47,13-09-2022
4496.4995 W,12:09:59,13-09-2022
4499.786399999999 W,12:10:15,13-09-2022
4492.7008 W,12:10:30,13-09-2022
4527.5594 W,12:10:46,13-09-2022
4586.5371 W,12:11:02,13-09-2022
4598.152 W,12:11:14,13-09-2022
4544.424800000001 W,12:11:30,13-09-2022
4587.0932 W,12:11:46,13-09-2022
4592.6866 W,12:12:01,13-09-2022
4637.46925 W,12:12:14,13-09-2022
4660.13485 W,12:12:33,13-09-2022
4615.1473000000005 W,12:12:45,13-09-2022
4639.6595 W,12:13:01,13-09-2022
4637.015 W,12:13:16,13-09-2022
4634.027 W,12:13:32,13-09-2022
4662.803099999999 W,12:13:44,13-09-2022
4685.6073 W,12:14:00,13-09-2022
4661.972 W,12:14:16,13-09-2022
4658.0560000000005 W,12:14:31,13-09-2022
4501.1552 W,12:14:44,13-09-2022
4569.6928 W,12:15:03,13-09-2022
4680.348562499999 W,12:15:15,13-09-2022
4761.578950000001 W,12:15:31,13-09-2022
4698.0470000000005 W,12:15:47,13-09-2022
4726.6168 W,12:15:59,13-09-2022
4663.777500000001 W,12:16:15,13-09-2022
4674.0137 W,12:16:30,13-09-2022
4686.813 W,12:16:43,13-09-2022
4716.5560000000005 W,12:17:02,13-09-2022
4711.13825 W,12:17:14,13-09-2022
4775.513 W,12:17:33,13-09-2022
4752.677142857143 W,12:17:45,13-09-2022
4682.5678 W,12:18:01,13-09-2022
4723.38235 W,12:18:17,13-09-2022
4729.79355 W,12:18:32,13-09-2022
4725.744249999999 W,12:18:45,13-09-2022
4680.1239000000005 W,12:19:01,13-09-2022
4730.5846 W,12:19:16,13-09-2022
4710.26975 W,12:19:29,13-09-2022
4712.06775 W,12:19:44,13-09-2022
4718.04205 W,12:20:00,13-09-2022
4683.2 W,12:20:16,13-09-2022
4575.323235 W,12:20:47,13-09-2022
4515.4617 W,12:20:59,13-09-2022
4707.164349999999 W,12:21:15,13-09-2022
4720.5978 W,12:21:31,13-09-2022
4703.9439999999995 W,12:21:46,13-09-2022
4704.564564999999 W,12:22:02,13-09-2022
4717.80845 W,12:22:15,13-09-2022
4763.487700000001 W,12:22:33,13-09-2022
4753.2063800000005 W,12:22:46,13-09-2022
4774.982000000001 W,12:23:01,13-09-2022
4780.439 W,12:23:17,13-09-2022
4789.4442025 W,12:23:30,13-09-2022
4794.905 W,12:23:45,13-09-2022
4768.117916666666 W,12:23:58,13-09-2022
4782.8844 W,12:24:17,13-09-2022
4765.6641 W,12:24:29,13-09-2022
4829.73055 W,12:24:45,13-09-2022
4815.7555999999995 W,12:25:00,13-09-2022
4861.6544 W,12:25:13,13-09-2022
4815.3952 W,12:25:32,13-09-2022
4863.8432 W,12:25:44,13-09-2022
4782.389300000001 W,12:26:00,13-09-2022
4831.17985 W,12:26:16,13-09-2022
4814.831285 W,12:26:31,13-09-2022
4757.42 W,12:26:44,13-09-2022
4832.4825 W,12:27:02,13-09-2022
4826.8712 W,12:27:15,13-09-2022
4829.324649999999 W,12:27:31,13-09-2022
4825.9367999999995 W,12:27:46,13-09-2022
4863.8112 W,12:28:02,13-09-2022
4856.2424 W,12:28:14,13-09-2022
4812.00165 W,12:28:30,13-09-2022
4834.713400000001 W,12:28:46,13-09-2022
4763.432000000001 W,12:28:58,13-09-2022
4804.7331 W,12:29:17,13-09-2022
4692.3001 W,12:29:30,13-09-2022
4681.7155 W,12:29:45,13-09-2022
4732.50425 W,12:30:01,13-09-2022
4743.4375 W,12:30:16,13-09-2022
4777.9532 W,12:30:29,13-09-2022
4715.2447999999995 W,12:30:48,13-09-2022
4730.7296 W,12:31:00,13-09-2022
4618.57235 W,12:31:16,13-09-2022
4696.55225 W,12:31:32,13-09-2022
4800.7143 W,12:31:44,13-09-2022
4823.0898 W,12:32:00,13-09-2022
4825.856100000001 W,12:32:15,13-09-2022
4840.99775 W,12:32:31,13-09-2022
4838.259050000001 W,12:32:47,13-09-2022
4859.492 W,12:33:02,13-09-2022
4872.0599999999995 W,12:33:15,13-09-2022
4881.495 W,12:33:30,13-09-2022
4873.228999999999 W,12:33:46,13-09-2022
4857.9791 W,12:33:59,13-09-2022
4855.984399999999 W,12:34:17,13-09-2022
4886.6206999999995 W,12:34:30,13-09-2022
4832.9118 W,12:34:46,13-09-2022
4820.875 W,12:35:01,13-09-2022
4886.587699999999 W,12:35:14,13-09-2022
4902.54075 W,12:35:33,13-09-2022
4864.0213 W,12:35:45,13-09-2022
4899.8829000000005 W,12:36:01,13-09-2022
4875.32245 W,12:36:13,13-09-2022
4890.6 W,12:36:32,13-09-2022
4896.648 W,12:36:45,13-09-2022
4862.8576 W,12:37:00,13-09-2022
4748.2087825 W,12:37:16,13-09-2022
4926 W,12:37:28,13-09-2022
4957 W,12:37:47,13-09-2022
7115.6716 W,12:38:00,13-09-2022
4754.276399999999 W,12:38:18,13-09-2022
4887.926699999999 W,12:38:31,13-09-2022
4880.7100574999995 W,12:38:43,13-09-2022
4880.810649999999 W,12:39:02,13-09-2022
4915.607599999999 W,12:39:15,13-09-2022
4650.01715 W,12:39:32,13-09-2022
4688.072 W,12:39:44,13-09-2022
4891.992291666667 W,12:40:00,13-09-2022
4924.0912 W,12:40:16,13-09-2022
4814.666 W,12:40:31,13-09-2022
4931.337700000001 W,12:40:44,13-09-2022
4995.902700000001 W,12:41:00,13-09-2022
4961.0474 W,12:41:15,13-09-2022
4684.5535 W,12:41:31,13-09-2022
4923.0825 W,12:41:46,13-09-2022
4942.5425 W,12:41:59,13-09-2022
4962.6721825 W,12:42:15,13-09-2022
4964.057499999999 W,12:42:30,13-09-2022
5042.737 W,12:42:43,13-09-2022
5039.49175 W,12:43:02,13-09-2022
4852.2268275 W,12:43:14,13-09-2022
4713.3076 W,12:43:33,13-09-2022
4771.0044 W,12:43:45,13-09-2022
4937.0134075000005 W,12:43:58,13-09-2022
4978.1884 W,12:44:17,13-09-2022
5037.1536 W,12:44:29,13-09-2022
5089.967000000001 W,12:44:45,13-09-2022
3376 W,12:45:01,13-09-2022
5044.041500000001 W,12:45:16,13-09-2022
5036.7243 W,12:45:29,13-09-2022
5060.155000000001 W,12:45:47,13-09-2022
5056.9884999999995 W,12:46:00,13-09-2022
4964.477 W,12:46:19,13-09-2022
5008.5705124999995 W,12:46:31,13-09-2022
4834.9882 W,12:46:47,13-09-2022
4941.186 W,12:46:59,13-09-2022
5015.779 W,12:47:15,13-09-2022
4999.142900000001 W,12:47:31,13-09-2022
4964.26025 W,12:47:46,13-09-2022
5030.51015 W,12:47:59,13-09-2022
5043.179624999999 W,12:48:18,13-09-2022
3448 W,12:48:30,13-09-2022
4978.668 W,12:48:46,13-09-2022
4851.709 W,12:49:01,13-09-2022
4814.3494 W,12:49:14,13-09-2022
4994.645550000001 W,12:49:30,13-09-2022
5036.91145 W,12:49:45,13-09-2022
4860.144 W,12:50:01,13-09-2022
4787.544 W,12:50:13,13-09-2022
5007.37325 W,12:50:48,13-09-2022
4924.0016 W,12:51:00,13-09-2022
5034.9086 W,12:51:16,13-09-2022
3338 W,12:51:32,13-09-2022
4741.309800000001 W,12:51:47,13-09-2022
4606.231400000001 W,12:52:00,13-09-2022
4724.222 W,12:52:16,13-09-2022
4728.165166666667 W,12:52:28,13-09-2022
4653.543900000001 W,12:52:47,13-09-2022
4718.681555000001 W,12:52:59,13-09-2022
4806.2392 W,12:53:15,13-09-2022
4675.935 W,12:53:31,13-09-2022
4926.6274 W,12:53:46,13-09-2022
4990.03525 W,12:53:59,13-09-2022
4795.42925 W,12:54:18,13-09-2022
4802.30125 W,12:54:30,13-09-2022
4931.0103 W,12:54:43,13-09-2022
3367 W,12:55:01,13-09-2022
